ID,game_ID,passer,team,receiver,start_pos_x,start_pos_y,end_pos_x,end_pos_y,successful
PASS-20190413CHINC-469,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Erceg",19.5,38,30.5,53.4,1
PASS-20190413CHINC-47,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sarah Gorden",38.5,58.7,83.9,59.3,0
PASS-20190413CHINC-470,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",45.8,57.3,56.9,67.6,1
PASS-20190413CHINC-471,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",56.9,67.6,58.8,60.1,1
PASS-20190413CHINC-472,20190413CHINC,"Julie Ertz","Chicago Red Stars","Danielle Colaprico",46,9.6,55.2,6.8,1
PASS-20190413CHINC-473,20190413CHINC,"Abby Erceg","North Carolina Courage","Jessica McDonald",54,63.4,56.9,57.3,1
PASS-20190413CHINC-474,20190413CHINC,"Jessica McDonald","North Carolina Courage","Merritt Mathias",56.1,39.6,62.2,15.3,1
PASS-20190413CHINC-475,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Arin Wright",11.1,33.5,19.1,62.8,1
PASS-20190413CHINC-476,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Jessica McDonald",78.1,0,95.8,9.2,1
PASS-20190413CHINC-477,20190413CHINC,"Jessica McDonald","North Carolina Courage",NULL,103.7,11.8,80.4,68,0
PASS-20190413CHINC-478,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Danielle Colaprico",24.6,0,34.9,1.5,1
PASS-20190413CHINC-479,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sarah Gorden",34.9,1.5,27.7,0.9,1
PASS-20190413CHINC-48,20190413CHINC,"Sarah Gorden","Chicago Red Stars",NULL,10.4,7.2,28.2,0,0
PASS-20190413CHINC-480,20190413CHINC,"Sarah Gorden","Chicago Red Stars",NULL,27.7,0.9,47.5,0,0
PASS-20190413CHINC-481,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",57.5,68,61.3,63,1
PASS-20190413CHINC-482,20190413CHINC,"Jessica McDonald","North Carolina Courage","Jaelene Hinkle",61.3,63,55.7,66.9,1
PASS-20190413CHINC-483,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Mautz",56.5,66.3,58,65.4,0
PASS-20190413CHINC-484,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Dahlkemper",51.9,66.5,29,32.1,1
PASS-20190413CHINC-485,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Arin Wright",28.8,29.7,52.7,13.1,0
PASS-20190413CHINC-486,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Nikki Stanton",57.8,47.7,52.5,47.2,1
PASS-20190413CHINC-487,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Julie Ertz",52.5,47.2,51.5,38,1
PASS-20190413CHINC-488,20190413CHINC,"Julie Ertz","Chicago Red Stars",NULL,53.8,38.3,91.6,68,0
PASS-20190413CHINC-489,20190413CHINC,"Merritt Mathias","North Carolina Courage","Jessica McDonald",13.4,0,23.9,2.2,1
PASS-20190413CHINC-49,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",76.8,68,78.1,57.4,1
PASS-20190413CHINC-490,20190413CHINC,"Jessica McDonald","North Carolina Courage","Merritt Mathias",23.9,2.2,32.1,9,1
PASS-20190413CHINC-491,20190413CHINC,"Merritt Mathias","North Carolina Courage","Julie Ertz",19.1,5.5,32.1,9,0
PASS-20190413CHINC-492,20190413CHINC,"Julie Ertz","Chicago Red Stars","Arin Wright",72.9,59,80.8,63.2,1
PASS-20190413CHINC-493,20190413CHINC,"Arin Wright","Chicago Red Stars","Tierna Davidson",78.3,63.8,67.6,63.8,1
PASS-20190413CHINC-494,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Sam Kerr",67.6,63.8,102.9,60.3,1
PASS-20190413CHINC-495,20190413CHINC,"Sam Kerr","Chicago Red Stars","Yuki Nagasato",102.1,63.2,96.2,64.5,1
PASS-20190413CHINC-496,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Danielle Colaprico",91.6,61.2,94.7,32.6,1
PASS-20190413CHINC-497,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Mautz",3.8,55.1,30,57.1,0
PASS-20190413CHINC-498,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Julie Ertz",75,10.9,85.1,21.9,1
PASS-20190413CHINC-499,20190413CHINC,"Julie Ertz","Chicago Red Stars","Yuki Nagasato",84.2,23.8,76.9,39.1,1
PASS-20190413CHINC-5,20190413CHINC,"Sam Kerr","Chicago Red Stars","Yuki Nagasato",54.1,28.9,84.3,30.5,1
PASS-20190413CHINC-50,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",27.8,8.6,35,13.5,1
PASS-20190413CHINC-500,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Julie Ertz",76.9,39.1,82.3,46.8,1
PASS-20190413CHINC-501,20190413CHINC,"Julie Ertz","Chicago Red Stars",NULL,82.3,46.8,86.5,46.6,0
PASS-20190413CHINC-502,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","McCall Zerboni",18.5,21.4,29.2,24.7,1
PASS-20190413CHINC-503,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Dahlkemper",29.2,24.7,18.3,13.1,1
PASS-20190413CHINC-504,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",24.4,19.9,27.3,50.3,1
PASS-20190413CHINC-505,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",32.3,53.1,44.5,62.3,1
PASS-20190413CHINC-506,20190413CHINC,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",45.6,58.2,48.3,45,1
PASS-20190413CHINC-507,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Abby Erceg",44.1,50.3,32.1,48.3,1
PASS-20190413CHINC-508,20190413CHINC,"Abby Erceg","North Carolina Courage","Merritt Mathias",32.3,45.9,51.2,12.5,1
PASS-20190413CHINC-509,20190413CHINC,"Merritt Mathias","North Carolina Courage","McCall Zerboni",50.2,13.1,55.2,20.6,1
PASS-20190413CHINC-51,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Julie Ertz",35,13.5,28.9,14,1
PASS-20190413CHINC-510,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",55.9,19.9,50.2,37.4,1
PASS-20190413CHINC-511,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",50.8,37.6,59.4,61.7,1
PASS-20190413CHINC-512,20190413CHINC,"Sam Mewis","North Carolina Courage","Jaelene Hinkle",71.8,64.7,78.8,66.7,1
PASS-20190413CHINC-513,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",77.1,68,77.7,62.5,1
PASS-20190413CHINC-514,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",75.6,63.8,61.5,66.9,1
PASS-20190413CHINC-515,20190413CHINC,"Sam Mewis","North Carolina Courage",NULL,77.9,58.8,93.9,46.8,0
PASS-20190413CHINC-516,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Yuki Nagasato",11.1,21.2,55.4,15.1,1
PASS-20190413CHINC-517,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Erceg",47.7,45,39.7,49.6,1
PASS-20190413CHINC-518,20190413CHINC,"Abby Erceg","North Carolina Courage","Lynn Williams",41.6,50.9,66.8,52.3,1
PASS-20190413CHINC-519,20190413CHINC,"Arin Wright","Chicago Red Stars","Jaelene Hinkle",32.6,30.4,67.4,8.3,0
PASS-20190413CHINC-52,20190413CHINC,"Julie Ertz","Chicago Red Stars","Sam Kerr",28.9,14,40.4,13.3,1
PASS-20190413CHINC-520,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Mautz",37.6,59.7,40.3,61,0
PASS-20190413CHINC-521,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",31.9,58.2,37.4,57.9,1
PASS-20190413CHINC-522,20190413CHINC,"Sam Mewis","North Carolina Courage","Alyssa Naeher",41.8,58.6,94.9,31.9,0
PASS-20190413CHINC-523,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Sam Kerr",15.3,32.6,70.3,30.8,1
PASS-20190413CHINC-524,20190413CHINC,"Crystal Dunn","North Carolina Courage","Merritt Mathias",31.7,1.7,28.8,10.7,1
PASS-20190413CHINC-525,20190413CHINC,"Merritt Mathias","North Carolina Courage","McCall Zerboni",28.8,10.7,40.5,31.7,1
PASS-20190413CHINC-526,20190413CHINC,"McCall Zerboni","North Carolina Courage","Danielle Colaprico",45.8,21.2,40.5,31.7,0
PASS-20190413CHINC-527,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Yuki Nagasato",64.5,36.3,72.7,56.2,1
PASS-20190413CHINC-528,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",75.2,60.3,58,59.5,1
PASS-20190413CHINC-529,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",58,59.5,63.8,49.6,1
PASS-20190413CHINC-53,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",36.2,7.9,28.5,5.8,1
PASS-20190413CHINC-530,20190413CHINC,"Julie Ertz","Chicago Red Stars","Yuki Nagasato",78.5,56.6,100.4,61,1
PASS-20190413CHINC-531,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Abby Erceg",100.4,61,97,38,0
PASS-20190413CHINC-532,20190413CHINC,"Abby Erceg","North Carolina Courage","Crystal Dunn",8,30,29.8,18.8,1
PASS-20190413CHINC-533,20190413CHINC,"Crystal Dunn","North Carolina Courage","Denise O'Sullivan",38.8,19.9,46,32.1,1
PASS-20190413CHINC-534,20190413CHINC,"Crystal Dunn","North Carolina Courage","Jessica McDonald",57.3,11.4,75,2.6,1
PASS-20190413CHINC-535,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",2.7,59.3,27.9,49,1
PASS-20190413CHINC-536,20190413CHINC,"McCall Zerboni","North Carolina Courage","Jessica McDonald",86.1,18.4,92.8,11.2,1
PASS-20190413CHINC-537,20190413CHINC,"Jessica McDonald","North Carolina Courage","Tierna Davidson",96.2,9.6,94.9,23.8,0
PASS-20190413CHINC-538,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Merritt Mathias",10.1,44.6,33.6,47.9,0
PASS-20190413CHINC-539,20190413CHINC,"Merritt Mathias","North Carolina Courage","Sam Mewis",71.4,20.1,68.7,33.2,1
PASS-20190413CHINC-54,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Julie Ertz",28.5,5.8,31.5,15.2,1
PASS-20190413CHINC-540,20190413CHINC,"Sam Mewis","North Carolina Courage","Jaelene Hinkle",72,37.2,67.8,57.5,1
PASS-20190413CHINC-541,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Nikki Stanton",70.6,56,87.6,37.4,0
PASS-20190413CHINC-542,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Sam Mewis",17.4,30.6,46.8,20.1,0
PASS-20190413CHINC-543,20190413CHINC,"Sam Mewis","North Carolina Courage","Abby Erceg",54.2,48.1,46,46.4,1
PASS-20190413CHINC-544,20190413CHINC,"Abby Erceg","North Carolina Courage","Merritt Mathias",47,43.9,60.3,13.8,1
PASS-20190413CHINC-545,20190413CHINC,"Merritt Mathias","North Carolina Courage","Denise O'Sullivan",73.7,16.2,81.5,28.6,1
PASS-20190413CHINC-546,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Arin Wright",82.9,24.7,87.6,22.3,0
PASS-20190413CHINC-547,20190413CHINC,"Jessica McDonald","North Carolina Courage","Arin Wright",89.2,27.1,92.4,24.3,0
PASS-20190413CHINC-548,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",13.9,44.6,25.4,51.8,1
PASS-20190413CHINC-549,20190413CHINC,"Julie Ertz","Chicago Red Stars","Abby Dahlkemper",23.9,61.9,35.7,63.4,0
PASS-20190413CHINC-55,20190413CHINC,"Julie Ertz","Chicago Red Stars","Jaelene Hinkle",41.7,22.1,58.5,16,0
PASS-20190413CHINC-550,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",69.3,11.4,49.3,20.8,1
PASS-20190413CHINC-551,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",47.5,26,53.1,45.3,1
PASS-20190413CHINC-552,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",57.3,52.5,73.5,49.9,1
PASS-20190413CHINC-553,20190413CHINC,"Denise O'Sullivan","North Carolina Courage",NULL,73.3,44.8,99.3,34.3,0
PASS-20190413CHINC-554,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Yuki Nagasato",5.7,33.7,55.9,48.8,1
PASS-20190413CHINC-555,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",50.2,50.9,50.4,47.4,1
PASS-20190413CHINC-556,20190413CHINC,"McCall Zerboni","North Carolina Courage","Crystal Dunn",50.2,20.1,53.1,17.3,1
PASS-20190413CHINC-557,20190413CHINC,"Crystal Dunn","North Carolina Courage","Jessica McDonald",71.4,17.7,86.1,6.3,1
PASS-20190413CHINC-558,20190413CHINC,"Jessica McDonald","North Carolina Courage","Katie Naughton",89.2,5.2,94.1,31,0
PASS-20190413CHINC-559,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",58.8,12,39.9,13.3,1
PASS-20190413CHINC-56,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Jaelene Hinkle",37,39.7,49.9,56.9,1
PASS-20190413CHINC-560,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",40.3,19.2,39.7,43.5,1
PASS-20190413CHINC-561,20190413CHINC,"Abby Erceg","North Carolina Courage","Jessica McDonald",47.2,40,73.1,19,1
PASS-20190413CHINC-562,20190413CHINC,"Jessica McDonald","North Carolina Courage","Katie Naughton",72.7,25.8,86.1,31.5,0
PASS-20190413CHINC-563,20190413CHINC,"Katie Naughton","Chicago Red Stars","Abby Erceg",18.9,36.5,48.7,34.1,0
PASS-20190413CHINC-564,20190413CHINC,"Abby Erceg","North Carolina Courage","Danielle Colaprico",56.3,33.9,69.1,34.8,0
PASS-20190413CHINC-565,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",36.5,34.3,47.9,38.9,1
PASS-20190413CHINC-566,20190413CHINC,"Sam Kerr","Chicago Red Stars","Julie Ertz",47.9,38.9,39.5,25.8,1
PASS-20190413CHINC-567,20190413CHINC,"McCall Zerboni","North Carolina Courage","Jaelene Hinkle",62.2,44.2,56.1,56.2,1
PASS-20190413CHINC-568,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","McCall Zerboni",58.8,56.2,69.5,54.2,1
PASS-20190413CHINC-569,20190413CHINC,"McCall Zerboni","North Carolina Courage","Lynn Williams",74.3,55.1,84.6,50.9,1
PASS-20190413CHINC-57,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Crystal Dunn",46.7,53.5,55.9,44.8,1
PASS-20190413CHINC-570,20190413CHINC,"Lynn Williams","North Carolina Courage","McCall Zerboni",80.6,53.1,93,60.3,1
PASS-20190413CHINC-571,20190413CHINC,"McCall Zerboni","North Carolina Courage","Katie Naughton",93,60.3,95.6,41.8,0
PASS-20190413CHINC-572,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Abby Dahlkemper",28.1,11.2,54.6,33.7,0
PASS-20190413CHINC-573,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",50.8,31.3,71.2,13.3,1
PASS-20190413CHINC-574,20190413CHINC,"Merritt Mathias","North Carolina Courage","Crystal Dunn",72.2,13.1,98.1,7.9,1
PASS-20190413CHINC-575,20190413CHINC,"Crystal Dunn","North Carolina Courage","Alyssa Mautz",98.1,7.9,96,53.8,0
PASS-20190413CHINC-576,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",16.8,7.2,31.7,14,1
PASS-20190413CHINC-577,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sarah Gorden",31.7,14,18.1,16.2,1
PASS-20190413CHINC-578,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Yuki Nagasato",18.1,16.2,47,11.4,1
PASS-20190413CHINC-579,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Alyssa Mautz",47,11.4,34.4,2.6,1
PASS-20190413CHINC-58,20190413CHINC,"Crystal Dunn","North Carolina Courage","Nikki Stanton",58,48.2,60.1,49.6,0
PASS-20190413CHINC-580,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Abby Erceg",34.4,2.6,59.8,11.4,0
PASS-20190413CHINC-581,20190413CHINC,"Abby Erceg","North Carolina Courage","McCall Zerboni",45.2,56.6,55,47.9,1
PASS-20190413CHINC-582,20190413CHINC,"McCall Zerboni","North Carolina Courage","Crystal Dunn",55.2,43.9,56.5,31.3,1
PASS-20190413CHINC-583,20190413CHINC,"Crystal Dunn","North Carolina Courage","Merritt Mathias",55.9,29.3,44.9,14,1
PASS-20190413CHINC-584,20190413CHINC,"Merritt Mathias","North Carolina Courage","McCall Zerboni",71.2,9.4,75.4,17.9,1
PASS-20190413CHINC-585,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Stephanie Labbe",29.4,49.4,96.2,39.8,0
PASS-20190413CHINC-586,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Erceg",10.1,31.5,17.9,39.6,1
PASS-20190413CHINC-587,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",23.1,43.7,34.4,61.4,1
PASS-20190413CHINC-588,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Lynn Williams",36.8,63,92,58.2,1
PASS-20190413CHINC-589,20190413CHINC,"Lynn Williams","North Carolina Courage","Jaelene Hinkle",91.6,56,81.3,60.1,1
PASS-20190413CHINC-59,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","McCall Zerboni",49.2,15.1,62.9,27.6,0
PASS-20190413CHINC-590,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Mewis",32.6,3.1,39.3,6.8,0
PASS-20190413CHINC-591,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Yuki Nagasato",8.4,38.9,58.8,46.4,1
PASS-20190413CHINC-592,20190413CHINC,"Merritt Mathias","North Carolina Courage","Yuki Nagasato",29.8,23.4,39.1,25.1,0
PASS-20190413CHINC-593,20190413CHINC,"Yuki Nagasato","Chicago Red Stars",NULL,68.5,43.1,78.8,50.2,0
PASS-20190413CHINC-594,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",26.2,17.8,24.4,47.7,1
PASS-20190413CHINC-595,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",27.5,47.9,41.4,62.9,1
PASS-20190413CHINC-596,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",44.7,63.1,60.1,51.5,1
PASS-20190413CHINC-597,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Danielle Colaprico",71.2,35.2,67.8,38.3,0
PASS-20190413CHINC-598,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Julie Ertz",37.2,29.7,35.5,31.8,1
PASS-20190413CHINC-599,20190413CHINC,"Sam Mewis","North Carolina Courage","Lynn Williams",73.9,41.1,96.2,50,1
PASS-20190413CHINC-6,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Abby Erceg",62.3,26.1,84.3,30.5,0
PASS-20190413CHINC-60,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Erceg",42.1,40.4,18,51.1,1
PASS-20190413CHINC-600,20190413CHINC,"Lynn Williams","North Carolina Courage","Arin Wright",100.2,49.8,96.6,34.5,0
PASS-20190413CHINC-601,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",8.4,33.5,30.2,27.5,1
PASS-20190413CHINC-602,20190413CHINC,"Julie Ertz","Chicago Red Stars","Yuki Nagasato",48.7,35.2,52.3,49.6,1
PASS-20190413CHINC-603,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Nikki Stanton",52.7,49.1,38.4,41.1,1
PASS-20190413CHINC-604,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Arin Wright",40.5,43.2,38.2,60.8,1
PASS-20190413CHINC-605,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",37.8,61,70.8,60.4,1
PASS-20190413CHINC-606,20190413CHINC,"Julie Ertz","Chicago Red Stars","Arin Wright",64.7,59.7,45.4,64.2,1
PASS-20190413CHINC-607,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",46.8,64,60.7,54.9,1
PASS-20190413CHINC-608,20190413CHINC,"Julie Ertz","Chicago Red Stars","Alyssa Mautz",58.6,47.7,57.3,11.2,1
PASS-20190413CHINC-609,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Arin Wright",71.2,16.3,94.7,43.6,1
PASS-20190413CHINC-61,20190413CHINC,"Abby Erceg","North Carolina Courage","Stephanie Labbe",18,51.1,15.1,32.9,1
PASS-20190413CHINC-610,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",19.7,52.7,31.9,66.7,1
PASS-20190413CHINC-611,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sam Mewis",31.9,66.7,22.3,57,1
PASS-20190413CHINC-612,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",25.4,57.4,39.7,65.7,1
PASS-20190413CHINC-613,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Lynn Williams",39.9,66.1,48.5,66.7,1
PASS-20190413CHINC-614,20190413CHINC,"Lynn Williams","North Carolina Courage","Jaelene Hinkle",45.6,65,41.8,61,1
PASS-20190413CHINC-615,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",43,62.1,79.4,55.5,1
PASS-20190413CHINC-616,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Lynn Williams",105,68,99.1,34.3,1
PASS-20190413CHINC-617,20190413CHINC,"Jessica McDonald","North Carolina Courage","Julie Ertz",101.8,7.6,98.1,22.5,0
PASS-20190413CHINC-618,20190413CHINC,"McCall Zerboni","North Carolina Courage","Sam Mewis",76.2,23.9,72.7,53,1
PASS-20190413CHINC-619,20190413CHINC,"Sam Mewis","North Carolina Courage","Jaelene Hinkle",71,52.1,64.3,47.9,1
PASS-20190413CHINC-62,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Dahlkemper",18.1,31.2,27.6,22.5,1
PASS-20190413CHINC-620,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Mautz",80.2,54.2,54.8,47.7,0
PASS-20190413CHINC-621,20190413CHINC,"McCall Zerboni","North Carolina Courage","Alyssa Mautz",54.8,47.7,54.8,47.7,0
PASS-20190413CHINC-622,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Alyssa Naeher",62,43,93.4,51.1,0
PASS-20190413CHINC-623,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Yuki Nagasato",13.7,31.8,62.4,45.3,1
PASS-20190413CHINC-624,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Abby Dahlkemper",62.4,45.3,62.4,45.3,0
PASS-20190413CHINC-625,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",26.7,48.5,24.4,42.4,1
PASS-20190413CHINC-626,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",24.8,41.5,25.6,23.3,1
PASS-20190413CHINC-627,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",26.9,20.5,42.6,7.8,1
PASS-20190413CHINC-628,20190413CHINC,"Merritt Mathias","North Carolina Courage","Crystal Dunn",42.6,7.8,51.5,16.1,1
PASS-20190413CHINC-629,20190413CHINC,"Crystal Dunn","North Carolina Courage","Lynn Williams",55.2,25.8,89.7,48.3,1
PASS-20190413CHINC-63,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Crystal Dunn",34.1,21.7,42.9,20.3,1
PASS-20190413CHINC-630,20190413CHINC,"Lynn Williams","North Carolina Courage","Alyssa Naeher",98.3,46,101,35.6,0
PASS-20190413CHINC-631,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Danielle Colaprico",14.1,28,57.8,21,1
PASS-20190413CHINC-632,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",51.7,10.2,57.8,12.5,1
PASS-20190413CHINC-633,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Nikki Stanton",57.8,12.5,50.4,21,1
PASS-20190413CHINC-634,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Julie Ertz",9.9,36.2,27.3,61.9,1
PASS-20190413CHINC-635,20190413CHINC,"Julie Ertz","Chicago Red Stars","Abby Dahlkemper",37,62.3,66.8,47,0
PASS-20190413CHINC-636,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Julie Ertz",38.2,21,54.8,17.6,0
PASS-20190413CHINC-637,20190413CHINC,"Julie Ertz","Chicago Red Stars","Sam Kerr",50.2,50.4,61.1,44.3,1
PASS-20190413CHINC-638,20190413CHINC,"Sam Kerr","Chicago Red Stars","Abby Dahlkemper",61.1,44.3,72,46.4,0
PASS-20190413CHINC-639,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",33,21.6,26.7,39.4,1
PASS-20190413CHINC-64,20190413CHINC,"Crystal Dunn","North Carolina Courage","Abby Erceg",38.5,25.7,30.8,44.6,1
PASS-20190413CHINC-640,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",26.7,39.4,48.5,58.3,1
PASS-20190413CHINC-641,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sarah Gorden",48.5,58.3,45.8,62.5,0
PASS-20190413CHINC-642,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Jaelene Hinkle",40.9,0,59.2,5.5,0
PASS-20190413CHINC-643,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Lynn Williams",48.5,66.5,55.7,61.6,1
PASS-20190413CHINC-644,20190413CHINC,"Lynn Williams","North Carolina Courage","Denise O'Sullivan",55.7,61.6,57.1,53.8,1
PASS-20190413CHINC-645,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Sam Kerr",54.8,53.4,46,54.9,0
PASS-20190413CHINC-646,20190413CHINC,"McCall Zerboni","North Carolina Courage","Denise O'Sullivan",50.8,51.9,50,54.4,1
PASS-20190413CHINC-647,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Jaelene Hinkle",51.2,55.5,54.4,66.5,1
PASS-20190413CHINC-648,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",52.5,66.5,40.5,64.2,1
PASS-20190413CHINC-649,20190413CHINC,"Abby Erceg","North Carolina Courage","Merritt Mathias",39.7,61.2,60.9,12.9,1
PASS-20190413CHINC-65,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",38.3,49.3,48.3,57.4,1
PASS-20190413CHINC-650,20190413CHINC,"Jessica McDonald","North Carolina Courage","Crystal Dunn",98.9,0,94.5,23.5,1
PASS-20190413CHINC-651,20190413CHINC,"Sam Kerr","Chicago Red Stars","Sam Mewis",51.7,34.1,59.6,21,0
PASS-20190413CHINC-652,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Sam Mewis",55,20.8,57.1,21,0
PASS-20190413CHINC-653,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",48.9,15.5,70.3,32.4,1
